"Dealer Name","Dealer Type","Address","City","State","Pincode","Contact","Email"
"SRI KRISHNA MOTORS","Suzuki Premium Dealers","D.NO.22A-1-4,G.N.T.ROAD, NEAR BSNL OFFICE, POWERPET, ELURU-534002","West Godavari","Andhra Pradesh","534002","9397699998/ 08812-222344,226344,253595,226344 fax/9348393551","eluru.shrilakshmi.sales@suzukidealers.net"
"SRI SUZUKI","Suzuki Premium Dealers","Jalangi road, VPO - Muktinagar, Baharampur -742102, Distt. Murshidabad, West Bengal","Murshidabad","West Bengal","742102","Sales – 8327474792
<br/>
Service – 8327474791
<br/>
Spares – 8327474790","baharampur.mtsarkar.sales@suzukidealers.net"
"SRM Suzuki","Suzuki Premium Dealers","1st floor 11/CP-2, Vikas Nagar, Ring Road, Lucknow-226022 U.P.","Lucknow","Uttar Pradesh","226022","6389000123, 0522-4159351","lucknow.pralaksh.sales@suzukidealers.net"
"SSK SUZUKI","Suzuki Premium Dealers","No.162, GST Road, Pulipakkam Village, Chengalpattu-603001, TamilNadu","Kanchipuram","Tamil Nadu","603001","9344012345 (MD), 6382588857 (SM), 9360410170 (WM), 9360419170 (SP)","chengalpattu.ssk.sales@suzukidealers.net"
"STAR SUZUKI","Suzuki Premium Dealers","Khasra no. 545 vide Mutation no. 242, Rehari Chowk, Opp. Gurudwara, B. C. Road, Jammu - 180005, Jammu & Kashmir","Jammu","Jammu & Kashmir","180005","9419220075, 9419220072, 9419220076, 9419199288, 01912520033, 01912520388","jammu.gsp.sales@suzukidealers.net"
"SUPER SALES","Suzuki Premium Dealers","Plot no. 2, Janpath, Bapuji Nagar, Bhubneswar - 09, Orissa-751001","Khorda","Odisha","751001","09937004095 / 06742-542505,545255","bhubaneswar.supersales.sales@suzukidealers.net"
"SUPER SUZUKI","Suzuki Premium Dealers","Khasra No. 10068/1717, Opp Ajit Cinema, Adjoining Hotel Amba Residency,  Old Delhi Road, Gurgaon NCR - 122001, Haryana","Gurgaon","Haryana","122001","8130283283, 0124-4690723, 9873731657","gurugram.nuclear.sales@suzukidealers.net"
"SURYA SUZUKI","Suzuki Premium Dealers","Beside IDBI bank, Near sandhya Function Hall, NH43, Gandhi Chowk, Jeypore - 764001, Distt. Koraput, Odisha","Koraput","Odisha","764001","7064424457 / 7064424458 / 7064424461 / 7873656466","jeypore.surya.sales@suzukidealers.net"
"Swami Suzuki","Suzuki Premium Dealers","Plot 5, Industrial Area, Phase-1, (Near HDFC Bank), Chandigarh-160002","Chandigarh","Chandigarh","160002","7837760022, 6283364401","swamisuzuki@gmail.com"
"TANISHQ SUZUKI","Suzuki Premium Dealers","351,Ho-Chi-Minh Sarani,ShivrampurKolkata-700061(Near Greenfield City)old-Biren Roy road(west)","Kolkata","West Bengal","700061","9477311001 / 8017924456 / 8100924450 / 8100924451 / 8100924453 / 8100924452 / 033-24805011/ 033-24805012","kolkata.ramlal.sales@suzukidealers.net"
"Thammineni Suzuki","Suzuki Premium Dealers","Showroom & Workshop – #10-5-80/2/1, SVJ Complex, Yenugonda, Mahabubnagar, Telangana-509001","Mahabub Nagar","Telangana","509001","9642899998 (MD)","mahabubnagar.thammineni.sales@suzukidealers.net"
"TOSHALI SUZUKI","Suzuki Premium Dealers","Bonth Chhaka, Bhadrak, Odisha-756100","Bhadrak","Odisha","756100","06784-242227 / 8917572747","bhadrak.samal.sales@suzukidealers.net"
"TRIVEDI SUZUKI","Suzuki Premium Dealers","Plot No. 312, Opp. Jalaram Temple,NH-8 Vapi Dist. - Valsad-396191","Valsad","Gujarat","396191","9825143453 / 9825139074 / 0260 - 2401204/0260-3201204","vapi.trivedi.sales@suzukidealers.net"
"UDAIPUR SUZUKI","Suzuki Premium Dealers","25/451, Sector 6 Police Station road,Hiran Magri Sector 5 Main Road, Udaipur (Raj) - 313002","Udaipur","Rajasthan","313002","0294 - 2461484/ 5132343/ 9414024197/ 2461485/ 3260321","udaipur.guru.sales@suzukidealers.net"
"UMANG AUTO","Suzuki Premium Dealers","Showroom:- B-300, outer ring road, Saraswati Vihar, North West Delhi, Delhi-110034 / Workshop:- Khasra No. 813, 814 & 830 village Rithala Near Mata Chowk, Delhi-110085","North West Delhi","Delhi","110034","011-27029991, 92, 93,94, 27029998 9810416600,9810052900,Fax,9210052900","delhi.umang.sales@suzukidealers.net"
"UNIVERSAL SUZUKI","Suzuki Premium Dealers","B-23, 14606/1A, Gandhi Nagar, Dholewal, Ludhiana- 141003, Punjab","Ludhiana","Punjab","141003","8968720002","ludhiana.vardaauto.sales@suzukidealers.net"
"Vahini Suzuki","Suzuki Premium Dealers","Showroom / Workshop: 6/1, Galibpura, Nai ki Mandi, M. G. Road, Agra-282001","Agra","Uttar Pradesh","282001","9528292689, 6399225522","agra.vahini.sales@suzukidealers.net"
"Vaibhav Suzuki","Suzuki Premium Dealers","650-Rakesh Marg, Nehru Nagar, Ghaziabad - 201001, Uttar Pradesh","Ghaziabad","Uttar Pradesh","201001","8510050670, 9990680161","ghaziabad.kvm.sales@suzukidealers.net"
"VALLEY SUZUKI","Suzuki Premium Dealers","Near New Court Complex, Kulgam , Jammu & Kashmir- 192231","Ananthnag","Jammu & Kashmir","192231","7006057225 (MD), 7006963408 (SM), 9906515801 (WM), 9797280402 (SP)","kulgam.dar.sales@suzukidealers.net"
"VALUE SUZUKI","Suzuki Premium Dealers","No.-16/A Millers Road, Vasanthnagar, Bangalore-560052","Bangalore","Karnataka","560052","9845906084 / 080-49396777","bangalore.valuemotors.sales@suzukidealers.net"
"Vardhman Suzuki","Suzuki Premium Dealers","Show room - V Plaza, Ring Road No-1, Priyadarshani Nagar, Raipur- 492001, Chhattisgarh.Workshop - Priyadarshani Nagar, Raipur- 492001,Chhattisgarh.","Raipur","Chattisgarh","492001","6262037999, 6262027999","raipur.vardhamaan.sales@suzukidealers.net"
"VR SUZUKI","Suzuki Premium Dealers","362, Kumarasamypatty, Cherry Road, Hasthampatty, Salem-636007, Tamil Nadu","Salem","Tamil Nadu","636007","9994099111, 9994099116","salem.thrive.sales@suzukidealers.net"
"VTJ SUZUKI","Suzuki Premium Dealers","NH -47 Bye pass Road, Kundannoor, Maradu P.O., Kochi - 682304","Ernakulam","Kerala","682304","9745430001 /8606971901(GM)/9447056007 /9846267375  /9446472671(SPD)","kochi.veeteejay.sales@suzukidealers.net"
"Yashvi Suzuki","Suzuki Premium Dealers","129, The Mall Kanpur - 208004, Uttar Pradesh","Kanpur Nagar","Uttar Pradesh","208004","9235503644","kanpur.yashvi.sales@suzukidealers.net"
"Aerolex","Big Bike Dealers","109, K. H. Road,Bangalore- 560027","Bangalore","Karnataka","560027","+91 9980009015","bangalore.aerolex.sales@suzukidealers.net"
"ANIMESH SUZUKI","Big Bike Dealers","410, Elias Road Ward No. 6 Post office Kamarhati 24 Parganas (N). Kolkata 700058","North 24 Parganas","West Bengal","700058","8584074200 / 8584074199 / 8336968101 / 8584074205","mondal.sales@suzukidealers.net"
"Anzen Suzuki","Big Bike Dealers","Shop No. 8&9, Gahlot Majesty Building, Plot No.3A, Sector 46A, Palmbeach Road, Near Shreeji Heights (Akshar) Tower, Nerul Navi Mumbai- 400706, Maharashtra.","Thane","Maharashtra","400706","8058483333","nerul.anzen.sales@suzukidealers.net"
"APCO SUZUKI","Big Bike Dealers","Chakorathkulam Junction, P O Nadakav, Kannur Road, Calicut-673011, Kerala","Kozhikode","Kerala","673011","09895120737,0495-2369453,454,455(Tele fax)/9847011445","calicut.hapbco.sales@suzukidealers.net"
"ARYAN SUZUKI","Big Bike Dealers","# 3, GROUND FLOOR, THIMMIAH ARCADE, DOMLUR, H.A.L. AIRPORT ROAD, BANGALORE - 560071.","Bangalore","Karnataka","560071","9845061888 / 9845045525 / 9845014851/ 080-41151873 (telefax)/41265300","bangalore.aryan.sales@suzukidealers.net"
"Deepkamal Suzuki","Big Bike Dealers","Showroom - DEEPKAMAL SUZUKI Opposite Bachat Bhavan, Relief Road , Ahmedabad . Pin Code - 380001Workshop - DEEPKAMAL SUZUKI Opposite City C.U.Shah Commerce College, Lal Darwaja, Ahmedabad. Pin Code - 380001","Ahmedabad","Gujarat","380001","Showroom: 079-25350786, 7574086060  Workshop: 079-25501786, 7574096060","ahmedabad.deepkamal.sales@suzukidealers.net"
"DHARMARAJ SUZUKI","Big Bike Dealers","55, Ravindra Park Society, Nr, Mehsana Urban Co-op. Bank Ltd., Adajan Patia, Surat - 395009, Gujarat","Surat","Gujarat","395009","9925740000, 0261-4000 500/600, 9712510000","dharmarajauto@yahoo.co.in"
"DOON SUZUKI","Big Bike Dealers","174, Haridwar Road, Next to Tula Palace, Dehradun, Uttrakhand-248001","Dehradun","Uttarakhand","248001","9897006128, 9027536128, 0135-2623366","dehradun.vbauto.sales@suzukidealers.net"
"DREAM SUZUKI MUMBAI","Big Bike Dealers","332, S.V. Road, Near Amboli Subway, Andheri West, Mumbai-400058, Maharashtra.","Mumbai","Maharashtra","400058","sales numbers 7715034000, 8451093000, 7777007355, 7777007255, 02226240706, 02226240705","mumbai.dreambikes.sales@suzukidealers.net"
"DREAM SUZUKI PUNE","Big Bike Dealers","6, Mahatma Gandhi Road, Pune - 411001, Maharashtra, Pune","Pune","Maharashtra","411001","9921525555, 9657777569, 9767156666, 020-26054705","pune.dreambikes.sales@suzukidealers.net"
"GEM SUZUKI","Big Bike Dealers","Survey No.64,Kondapur Main Road, Kondapur, Hitec City, Hyderabad - 500081","Hyderabad","Telangana","500081","9347121212 /9948161812 /9133392313  /8523083573 /","hyderabad.gemmotors.sales@suzukidealers.net"
"JYOTE SUZUKI","Big Bike Dealers","Plot No 516, Mouza Patia, Bhubaneswar, Distt. Khurda- 751024, Odisha","Khorda","Odisha","751024","7064435309-SM / 7064435310-WM / 7064435311-SPD / 7064435301-Reception","bhubaneswar.jyote.sales@suzukidealers.net"
"LBS SUZUKI","Big Bike Dealers","C-4,Bawngkawn,Near Durtlang Road Traffic point,Aizawl,Mizoram-796014","Aizawl","Mizoram","796014","8974402763 /9612338588 /9615456260  /9615949839","aizawl.lbsauto.sales@suzukidealers.net"
"Mohan Motor","Big Bike Dealers","Showroom: 630, Uttar Panchanna Gram Kolkata-700100, West Bengal / Workshop: Arupota off EM byepass, Near Science City, Kolkata-700100","South 24 Parganas","West Bengal","700100","8585048490, 8585048498","SALES-UPG@MOHANMOTORSUZUKI.COM"
"NJ SUZUKI","Big Bike Dealers","Old No.1972, New No.-430, Opp. Coimbatore Stock Exchange, Trichy Road, Singanallur (Post), Coimbatore-641005, Tamil Nadu","Coimbatore","Tamil Nadu","641005","9942902200 (Sales), 8489812200 (Service), 9047712200 (Spares)","coimbatore.njbikes.sales@suzukidealers.net"
"PADMAJA SUZUKI","Big Bike Dealers","Padmaja Commercial Corporation, P.B. No. 709, Prabhu Nilayam MG Road,labbipet, Vijaywada-520010","Krishna","Andhra Pradesh","520010","9666678830/(0866)2474060,2474760,2477840(fax)","vijaywada.vallurupalli.sales@suzukidealers.net"
"PETAL SUZUKI","Big Bike Dealers","Kamdhenu House, NR. Kamla Kamdhenu Hall, Drive In Road, Ahmedabad-380052, Gujrat","Ahmedabad","Gujarat","380052","(079) 27498989,40057766","ahmedabad.planet.sales@suzukidealers.net"
"RAJ SUZUKI","Big Bike Dealers","G1, G2, Gravity Mall, Manmandir Miniplex, Bhamori, Vijaynagar, Indore, 452001","Indore","Madhya Pradesh","452001","100.9000878","indore.mandhwani.sales@suzukidealers.net"
"Rishabh Suzuki","Big Bike Dealers","Shop No. 16 to 19, Kalyan Vihar Colony, Near Vishnu Garden, Near Sanganer Flyover, Tonk Road, Jaipur-302029","Jaipur","Rajasthan","302029","9116664646, 7620586756","jaipur.rishabh.sales@suzukidealers.net"
"SRM Suzuki","Big Bike Dealers","1st floor 11/CP-2, Vikas Nagar, Ring Road, Lucknow-226022 U.P.","Lucknow","Uttar Pradesh","226022","6389000123, 0522-4159351","lucknow.pralaksh.sales@suzukidealers.net"
"SUPER SUZUKI","Big Bike Dealers","Khasra No. 10068/1717, Opp Ajit Cinema, Adjoining Hotel Amba Residency,  Old Delhi Road, Gurgaon NCR - 122001, Haryana","Gurgaon","Haryana","122001","8130283283, 0124-4690723, 9873731657","gurugram.nuclear.sales@suzukidealers.net"
"AARAVIKA SUZUKI","Branch","No 96, Kasi Circle, Jawaharlal Nehru Street, Jafferkhanpet Road,  Ashok Nagar, Ekkattuthangal, Chennai-600083,Tamil Nadu","Chennai","Tamil Nadu","600083","9384099014, 8646855555, 9003589842",""
"AARUSH SUZUKI","Branch","Showroom : 19-5-10/4, First Floor,  opposite police station, Bhadurpura, Hyderabad- 500064. Telangana / Workshop : 19-5-6/2/A , Bhadurpura Near Mohammedia Hospital Hyderabad-500064, Telangana","Hyderabad","Telangana","500064","91332786040, 9133536633",""
"ACE KUDALE SUZUKI","Branch","Opp Udit Packaging Pvt Ltd, Opp Prathmesh Hotel,Gate No 1419/B, Taluka Shirur, Dist. Pune, Shikrapur-412208, Maharashtra","Pune","Maharashtra","412208","8308832222 / 9822288260 / 7722021844 /07722021841/ 9552598813 (sales) / 9552599702? (service)","neeraj.kudale@acekudalecar.com"
"ACE KUDALE SUZUKI","Branch","satyam shivam complax near munswa bridge sainat nagar kharadi Pune 411014 , Maharashtra","Pune","Maharashtra","411014","9822288260","neeraj.kudale@acekudalecar.com"
"ALFA SUZUKI","Branch","National Highway, Batengoo Anantnag-192101, Jammu & Kashmir","Ananthnag","Jammu & Kashmir","192101","9419051101","alfaautomobilespvtltd@gmail.com"
"ALUVA SUZUKI","Branch","Door No 17 C1 & C2, Choornikara Panchayat, NH-47 , Opposite Metro Pillar No 143, Dist. Ernakulam, Ambattukavu, Aluva-683106, Kerala","Ernakulam","Kerala","683106","9249455995",""
"ALUVA SUZUKI","Branch","No 26/29C, KVK Building, Near Vengalloor Signal, PO Thodupuzha, Pin-685605, Kerala","Idukki","Kerala","685605","9249455995 / 0484-2603855 / 09946799933.","aluva.suzuki@gmail.com"
"ANIMESH SUZUKI","Branch","52/6, P G E Plaza, Parbati Bihar, Baguihati, VIP Near Big Bazaar, VIP Road, Kolkata -700059, West Bengal","North 24 Parganas","West Bengal","700059","8336968743 (sales), 8584074204(service), 9883402333","mondalmotorsllp@rediffmail.com"
"APCO SUZUKI","Branch","19/186 B,C,D,E,F,G, Karimbanapalam , NR. CO-OPERATIVE HOSPITAL JN.,NH BYEPASS, Vadakara - 673101,Kozhikode , Kerala","Kozhikode","Kerala","673101","0496-3220404","vatakara.apco9@gmail.com"
"APCO SUZUKI","Branch","12/133, PUZHAKKAL BUILDING, NEAR CRESCENT HOSPITAL, FEROKE CHUNGAM,CALICUT -673631,Kerala","Kozhikode","Kerala","673631","9895120737/9539010020, 0495 3922629, 0495 3277099`","gmapcosuzuki@gmail.com,apcosuzukirmk@gmail.com"
"APCO SUZUKI","Branch","MP XVIII/685,686, Edappetty, Kainatty, Kalpetta North(PO), Dist. Wayanad-673122, Kerala","Wayanad","Kerala","673122","9895120737 / 0493-6207733 / 0495-2369453","hapbco@yahoo.co.in"
"APCO SUZUKI","Branch","14/299 D, P T Tower, Athani, NH Bye Pass Road, Pantheerankave-673109, Kerala","","","673109","0495-2436711 / 9539010016/ 9895112244","mmraziapco@gmail.com,gmapcosuzuki@gmail.com,hapbco@yahoo.co.in"
"APPLE AUTO","Branch","# 3, 100 Ft Ring Road, BTM Layout 1St Stage, 1st Phase, Near Advaitha Petrol Bunk, Bangalore-560068","Bangalore","Karnataka","560068","9141155331 / 8884446502 / 080 26789999 / 080 64555507","appleautosales@gmail.com"
"APPLE AUTO","Branch","No. 44/42-1, Doddakallasandra, Near Konanagunte Cross, Opp Metal Closure, Kanakapura Maini Road, Dist. Bangalore-560062, Karnataka","Bangalore","Karnataka","560062","8884446505 / 8884446507 / 080-26661919","appleautosales@gmail.com,appleautoservice@gmail.com"
"APPLE AUTO","Branch","No 10/4, Opp Rajarajeshwari Nagar Arch Gate, Mysore Road, Nayandhahalli, Rajarajeshwari Nagar, Bangalore-560098, Karnataka","Bangalore","Karnataka","560098","9448889999, 8884446509","appleautosales@gmail.com"
"ARUN MOTORS","Branch","Plot No H-21, 80 Feet Road, Anna Nagar, Madurai-625020, Tamil Nadu","Madurai","Tamil Nadu","625020","9364291414",""
"Arunachal Motors","Branch","153, NORTH VELI STREET, OPP. SIMMAKAL BUS STOP ,MADURAI -625001","Madurai","Tamil Nadu","625001","9344481414/ 0452-2333414 , 2332414, 9364291414","arun_motors@gmail.com,arun_motors@rediffmail.com"
"ARYAN SUZUKI","Branch","WHITE FIELD ROAD: #35/1, RAMAGONDANAHALLI, VARTHUR MAIN ROAD, BANGALORE - 560066. LAND MARK: OPP. SIGMA TECH PARK","Bangalore","Karnataka","560066","09986967556, 98450 61888, 9341406637, 080-4908 1000, 99 00 11 7858","branch.aryansuzuki@gmail.com"
"ARYAN SUZUKI","Branch","454, OLD MADRAS ROAD,OPP. T.C. PALYA BUS STOP,BHATTARAHALLI, K.R. PURAM,BANGALORE - 560049.","Bangalore","Karnataka","560049","09741406067, 9341406637,99 00 11 7858-PH.: 080-256 11 000.","aryansuzuki@yahoo.co.in"
"ARYAN SUZUKI","Branch","C-02, Ground Floor, K K Veni Plaza, ITPL, 1st Main Road, B Narayanapura, Dooravani Nagar Post, Mahadevapura, Bangalore-560016, Karnataka","Bangalore","Karnataka","560016","7338080322, 8095620537","aryan.mahadevpura@gmail.com,aryansuzuki@yahoo.co.in"
"AUTOMATIC SUZUKI","Branch","Shree-Prasad Building, Sheila Vihar Colony, Opposite Planet Ford, Paud Road, Kothrud, Pune-411007, Maharashtra","Pune","Maharashtra","411007","020-65606661/62/63, Sales- 8087087511/12, Service- 8087087513","kothrudsuzuki@vsnl.net"
"AUTOMATIC SUZUKI","Branch","Shop No 1, 2 & 3, Baba Apartment, Opp. Pune Water Purification Center, Pune - 411030","Pune","Maharashtra","411030","020 - 24320208","kothrudsuzuki@vsnl.net"
"AUTOMATIC SUZUKI","Branch","Automatic Suzuki, Near Pirangut Bus Stand,Pirangut, Taluka Mulshi. Dist. :- Pune 412115","Pune","Maharashtra","412115","020 65104632 / 34","kothrudsuzuki@vsnl.net"
"AVANISH SUZUKI","Branch","#57, 2nd Main, Manasanagara, Upadhyayara Sangha, Badavane, Nagarabhavi- Bangaluru-560072, Karnataka","Bangalore","Karnataka","560072","9538250911","directors@avanishmotors.com"
"BEDI SUZUKI","Branch","Plot No. 17, Hira Bagh, Rajpura Road, Patiala city, Patiala -147001, Punjab","Patiala","Punjab","147001","9878051000","valinsuzuki@gmail.com"
"BELLAD SUZUKI","Branch","Kamareddi Building, Near J.S.S College, P.B Road, Vidyagiri, Dharwad-580004, Karnataka","Dharwad","Karnataka","580004","9880285032 /9880285015 9880285011, 9880297023,","bellad_suzuki@rediffmail.com,automobile@belladlimited.com"
"BELLAD SUZUKI","Branch","Shirahatti Complex, Near Gaddi Petrol Pump, Hatalageri Road, Gadag- 582101","Gadag","Karnataka","582101","9916056789/9986035015/0836-2372247/0836-2374896","bellad_suzuki@rediffmail.com"
"BHAGIRATH SUZUKI","Branch","Shantiniketan, Miraj Sangli Road, Wantmure Corner, Miraj-416410, MH","Sangli","Maharashtra","416410","09922112159 , 0233-2211899","bhagirathsuzuki@rediffmail.com"
"BRANCH HEND SUZUKI","Branch","Opp Panchayat Samiti, Tower Chowk, Nandura Road, Dist. Buldhana, Khamgaon-444303, Maharashtra","Buldhana","Maharashtra","444303","07263-255255 / 8806191970","hendsuzuki@gmail.com"
"CEE PEE SUZUKI","Branch","MV-III / 132B, Opp P P Mall, KVR Complex, Mukkom-Calicut Road, Dist. Kozhikode, Mukkom-673602, Kerala","Kozhikode","Kerala","673602","8157900093, 8157900094 / 08157900025 / 0495-2325033 / 9495500001","ceepeesuzuki@gmail.com,md@ceepeesuzuki.com"
"CEE PEE SUZUKI","Branch","Dottapan Kulam, Beenachi, Wayanad District, Sulthan Bathery, Pin 673592, Kerala","Wayanad","Kerala","673592","8157900034, 8157900038 / 9947500003 / 0495-2325033 / 9495500001","ceepeesuzuki@gmail.com,md@ceepeesuzuki.com"
"CEE PEE SUZUKI","Branch","Edachira, Kozhikode District, Kodalundy-673302, Kerala","Kozhikode","Kerala","673302","9447740406, 9747116406 / 8157900025 /0495-2324033/ 2328033 / 949500001","md@ceepeesuzuki.com,ceepeesuzuki@gmail.com"
"CEE PEE SUZUKI","Branch","Building no: MP 8/273 – 1, Chettapalam, Vemom (PO), Mysore Road, Mananthavady - 670645, Wayanad District, Kerala","Wayanad","Kerala","670645","8156800065 / 9207900043/ 8157900025 /0495-2324033/ 2328033 / 949500001","md@ceepeesuzuki.com,ceepeesuzuki@gmail.com"
"CROWN SUZUKI","Branch","G-11, Bajrang Square, Opp ONGC gate, Near Baroda Dairy, Makarpura Road, Vadodara-390009, GJ","Vadodara","Gujarat","390009","9909907234","crownsuzuki@yahoo.com"
"DAMAN SUZUKI","Branch","Plot No 7, Improvement Trust, Opp Brahmin Sabha, Batala Road, Gurdaspur-143521, PB","Gurdaspur","Punjab","143521","8872020325 , 9915959990 , 9814659990, 01874-500426-27-28","damansuzuki@gmail.com"
"DHARAM SUZUKI","Branch","RR-11, Mianwali Nagar, Opp Metro Pillar No 300, Near Petrol Pump, Rohtak Road- Peera Garhi, Delhi-110087, Delhi","West Delhi","Delhi","110087","9313672402 / 9911402402","dharam.suzuki@gmail.com"
"DHARMARAJ","Branch","RS No 13/A,Block No 21, TP-45, FP-50, Shop No C-1/2 Ground Floor, Mahendra Park-C, Besides Roshini Fast Food, Opp Essar Petrol Pump, Jahangirpura-395009, Surat, Gujarat","Surat","Gujarat","395009","9712530000 / 9925740000 / 9925760000 / 0261-4000590","dharmarajauto@yahoo.co.in"
"Dharmaraj Automobiles Private Limited","Branch","5 to 8, Krutika Row House, Nr, Ashok Pan Center, Opp. Raghuveer Bunglow, City Light, Surat - 395007","Surat","Gujarat","395007","0261-4044304/305, 9712530000","dharmarajauto@yahoo.co.in"
"DHARMARAJ AUTOMOBILES PVT LTD","Branch","Shop No 33-34, Fortune Mall, THE SHOPING ISLAND, Near Galaxy Circle, PAL GAM, Surat-395009. Gujarat","Surat","Gujarat","395009","76250 88805, 080-4455 4447","dharmarajauto@yahoo.co.in"
"DOON SUZUKI","Branch","65C, Rajpur Road, Behl Chowk, Dehradun - 248001, Uttarakhand","Dehradun","Uttarakhand","248001","9897006128, 0135-2714509","dehradun.suzuki@gmail.com"
"DWARKA SUZUKI","Branch","A-48 Gulab Bagh, Nawada opposite Metro Pillar no. 748, Uttam Nagar, New Delhi-110059","West Delhi","Delhi","110059","011-25331888/ 9250010042 / 9250010043","dwarkasuzuki@yahoo.com"
"DWARKA SUZUKI","Branch","S - 4 & 5, NEW ROSHAN PURA, MAIN GURGAON ROAD, NAJAFGARH, NEW DELHI-110043","South West Delhi","Delhi","110043","9811053742, 011-25022800, 8588876464/65/66","dwarkasuzuki@yahoo.com"
"DWARKA SUZUKI","Branch","I / 21, TILAK NAGAR, Near PNB, NEW DELHI - 110018","West Delhi","Delhi","110018","7290046813-14, 011-40159998, 9811053742, 9212082501","tilaknagar@dwarkasuzuki.com,dwarkasuzuki@gmail.com"
"G L SUZUKI","Branch","SHOP NO -: 3699 &3700 , NETAJI SUBHASH MARG, NEAR SABZI MANDI , DARYA GANJ , NEW DELHI 110002","Central Delhi","Delhi","110002","8800919404, 9311118755, 9311119755","glsuzuki@yahoo.com"
"G SQUARE SUZUKI","Branch","Marian Complex, Opposite AKJM School, NH-183, Near HDFC Bank, Dist. Kottayam, Kanjirapally-686507, Kerala","Kottayam","Kerala","686507","8086400094 / 8086600092 / 8606060092","ginskurian@gmail.com,gsquaresuzuki@gmail.com"
"GANESH SUZUKI","Branch","Anil Motors Pvt Ltd. Shahu Chowk , Bidar Road , Udygir , Maharashtra . Pin - 413517","Latur","Maharashtra","413517","09423776612 / 09423776614","ganesh.latursuzuki@gmail.com"
"GANPATI SUZUKI","Branch","F-671, Khajuri Khas, Main Wazirabad Road, Near Bank of Baroda, Delhi - 110094","North East Delhi","Delhi","110094","9350995899, 9810632869, (Nirbhay), 011-22801122","ganpatisuzuki@gmail.com"
"GANPATI SUZUKI","Branch","F-10, Khasra No 89/1, Village Ghonda Gujran Khadar, Prasadi Mohalla, 3rd Pusta, New Usmanpur, Shahdara-110053, Delhi","North East Delhi","Delhi","110053","9350995899","ganpatisuzuki@gmail.com"
"GEM SUZUKI","Branch","House No 1-44/2, Plot No 93, Survey No 228 & 229/1, Madinaguda, Serilingampally Mandal, Ranga Reddy District, Hyderabad-500049, Telangana","K.V.Rangareddy","Telangana","500049","9133392319","hyderabad.gemmotors.sales@suzukidealers.net"
"GLOBAL SUZUKI","Branch","II/1007,1008,1009,1010,1012 &1013 Palakkad Kozhikode NH Near Kunthipuzha, Dist. Palakkad, Mannarkkad-678582, Kerala","Palakkad","Kerala","678582","8281112616, 0491 - 2542017 / 94447715758","agmglobalsuzuki@gmail.com"
"GOLDEN SUZUKI","Branch","Thundiyil Building. Aarattukadavu, Kuttoor P O, Thiruvalla, PIN:689106, KR","Pathanamthitta","Kerala","689106","0469-2615585, 9446505585 , 9446505586","thiruvallasuzukisales@gmail.com"
"GOLDEN SUZUKI","Branch","Near RTO, Pullimukku, Ranni-689674, KR","Pathanamthitta","Kerala","689674","9349543380, 04735-229900","goldensuzuki.ranni@gmail.com"
"GOLDEN SUZUKI","Branch","Kattappana Bye Pass PO, Iddukki District, Kattappana-685508, KR","Idukki","Kerala","685508","9349543390, 04868-251144","goldensuzuki.ktp@gmail.com"
"GOLDEN SUZUKI","Branch","PATHANAMTHITTA SUZUKI, NALUTHUNDIL BUILDING, THATTA ROAD, PANNIVIZA, ADOOR P O, PINCODE-691523, KR","Pathanamthitta","Kerala","691523","9946106981 , 9645140004, 04734-223323","goldensuzuki.ranni@gmail.com"
"HEERA SUZUKI","Branch","Sr No. 91/1, Hiraman Landge Niwas, Pune Nashik Road, Opp Jaya Marble, Bhosari,Panjarpol, Dist. Pune, - 411039, Maharashtra","Pune","Maharashtra","411039","9923771175, 020-65115353, 020-69735353","heerasuzuki@gmail.com"
"INDEL SUZUKI","Branch","VII/310 A. Near Indian Coffee House, Akkikkavau PO, Dist. Thrissur, Kunnamkulam - 680523, Kerala","Thrissur","Kerala","680523","8111999100","indelsuzuki.kkm@gmail.com"
"INDEL SUZUKI","Branch","VII/310 A. Near Indian Coffee House, Akkikkavau PO, Dist. Thrissur, Kunnamkulam - 680523, Kerala","Thrissur","Kerala","680523","9495603030 / 8111999100","indelsuzuki.kkm@gmail.com"
"JABALPUR SUZUKI","Branch","Opp Bhanwar Tal Garden, Jabalpur Hospital Road, Napier Town-482002, Jabalpur, MP","Jabalpur","Madhya Pradesh","482002","0983590390 / 0761-4038882-3","bharat_group@yahoo.com,jabalpursuzuki@yahoo.com"
"JABALPUR SUZUKI","Branch","11/12, Bedi Nagar, Opp Reliance Petrol Pump, Nagpur Road, Sharda Chowk, Madan Mahal-482001, Jabalpur, Madhya Pradesh","Jabalpur","Madhya Pradesh","482001","9893590392, 9630031118","jabalpursuzuki@yahoo.com"
"JAIN'S SUZUKI","Branch","No 41-A, Abirami Nagar, Irumbuliyar, GST Road, Tambaram West, Chennai - 600045, Tamil Nadu","Kanchipuram","Tamil Nadu","600045","044-22644001-002 / 9840273316 / 8190083334","jainssuzuki@gmail.com"
"JAMNAGAR SUZUKI","Branch","Opp Grass Godown, Udyognagar Main road, Porbander-360576 , GJ","Porbandar","Gujarat","360576","9638233433, 0286-2222631","dreamz_motors@yahoo.co.in"
