"Dealer Name","Address","City","State","Pincode","Phone 1","Phone 2","Mobile 1","Mobile 2","Email 1","Email 2","Email 3"
"Blue Hyundai","Shop No. 82, Next To Mc Donald's, Gandhi Bazaar Main Road, Gandhi Bazaar, Basavanagudi, Bangalore, Karnataka 560004, Gandhi Bazzar, Bengaluru, Karnataka - 560004","Bengaluru","Karnataka","560004","8041302011","","9686115155","","tm_bhfield@bluehyundai.in","",""
"Blue Hyundai","# 620, Dr. Rajkumar Road II Block Rajajinagar, Rajajinagar, Bengaluru, Karnataka - 560010","Bengaluru","Karnataka","560010","","","9591200001","","Info@bluehyundai.in","tmbh2@bluehyundai.in",""
"Blue Hyundai","108, 13th KM, Mysore Road, Near R.V.Eng. College, Bangalore, Karnataka 560059, Mysore Road, Bengaluru, Karnataka - 560059","Bengaluru","Karnataka","560059","8026984000","","8026984000","9686115114","veeru@bluehyundai.in","",""
"Lakshmi Hyundai","808,5th A Cross, 1st Block HRBR Layout, Service Road, Kalyan Nagar, Bangalore, Karnataka 560043, Kalyan Nagar, Bengaluru, Karnataka - 560043","Bengaluru","Karnataka","560043","8025422222","","8884499027","","sm@lakshmihyundai.com","",""
"Lakshmi Hyundai","102,3 GM Arcade BLDG, Hebbal Bellary Road, Hebbal Bangalore-560092, Hebbal, Bengaluru, Karnataka - 560092","Bengaluru","Karnataka","560092","8023095152","","9900022856","9900037900","salesteam2@lakshmihyundai.com","",""
"Lakshmi Hyundai","Katha No.: 1079, No. 1 and 2, Prashanth Layout, Whitefield, Pattanaduru Agrahara, Whitefield, Bengaluru, Karnataka - 560066","Bengaluru","Karnataka","560066","","","8884497700","","bmwf@lakshmihyundai.com","info.whitefield@lakshmihyundai.com",""
"Pavan Hyundai","13/2/1, Opp Metro Cash & Carry, Kanakapura Main Road, Ganapathipura, Konanakunte, Bangalore, Karnataka 560062, Konankunte, Bengaluru, Karnataka - 560062","Bengaluru","Karnataka","560062","8066020266","","7337882595","","gmsales@pavanhyundai.com","",""
"Trident Hyundai","No 1, Lower Palace Orchards, Sankey Road, Sadashiva Nagar, Bangalore, Karnataka 560003, Sankey Road, Bengaluru, Karnataka - 560003","Bengaluru","Karnataka","560003","8043433333","","9844266876","","customercaresales@tridenthyundai.com","",""
"Trident Hyundai","No.111, 124 & 125, B Narayanapura Village, East Taluk, Whitefield, Bangalore, Karnataka 560048, KR Puram, Bengaluru, Karnataka - 560036","Bengaluru","Karnataka","560036","8067879191","","9964187952","","customercaresales@tridenthyundai.com","",""
"Trident Hyundai","No.65/1,Venkatala Village,yelahanka Hobli, Bengaluru North. Bengaluru Urban,Bengaluru-560064, Yelahanka Hobli, Bengaluru, Karnataka - 560064","Bengaluru","Karnataka","560064","08023372177","","9844701457","9844266866","customercaresales@tridenthyundai.com","abhilash@tridenthyundai.com",""
"Trident Hyundai","# no 9, HAL Old Airport Road  Before Leela palace ,Kodihalli , Bangalore 560017, Indiranagar, Bengaluru, Karnataka - 560038","Bengaluru","Karnataka","560038","8043433111","","7090716418","","customercaresales@tridenthyundai.com","",""
"Trident Hyundai","No. 46/4, Garvebhavi Palya Begur Hobli, Bangalore, Karnataka 560068, Hosur Road, Bengaluru, Karnataka - 560003","Bengaluru","Karnataka","560003","8043433222","","9844266882","","customercaresales@tridenthyundai.com","",""
"Narayan Hyundai","Sy.No-7, Opp Shri Sai Hospital, Near Ibrahimpur Ring Road, NH-50, Vijayapura, Karnataka 586109, NH-50,Managuli Road,Vijayapura, Bijapur, Karnataka - 586109","Bijapur","Karnataka","586109","8352267714","","8884518040","","narayanhyundai@gmail.com","",""
"Rahul Hyundai","Malandur Road Uppali Chikmagalur, Karnataka - 577101, Malandur, Chikkamagalur, Karnataka - 577101","Chikkamagalur","Karnataka","577101","8262233933","","7795800038","","rakshith@rahulhyundai.in","",""
"Nagashanti Hyundai","CS NO. 2857, INDIRA NAGAR Chikkodi -591201, N.M Road, Chikodi, Karnataka - 591201","Chikodi","Karnataka","591201","8354297026","","9742253270","","sales@nagshantihyundai.com","",""
"K J Hyundai","Opp SJMIT College, NH-4, P.B Road Chitradurga, Karnataka - 577501, P.B Road, opp SJMIT College, Chitradurga, Karnataka - 577501","Chitradurga","Karnataka","577501","8194225199","","7022425985","7022001194","kjhyundaictr@gmail.com","",""
"K J Hyundai","No. 371/271, P.B. Road, Avaragere, Davangere, Karnataka 577003, Avaragere, Davangere, Karnataka - 577003","Davangere","Karnataka","577003","","","7022001218","7022001194","sales@kjhyundai.in","crm@kjhyundai.in",""
"Advaith Hyundai","Survey No 24/1-2, P20, Byepass Road, Venkatappa Layout, Gonikoppal, Karnataka 571213, Gonikoppal, Gonikoppal, Karnataka - 279279","Gonikoppal","Karnataka","279279","8274279279","","9538970807","","sales@advaithhyundai.com","",""
"Shah Hyundai","Sy.No.80, Humnabad Road, Kapnoor, Gulbarga- 585104, Kapnoor, Gulbarga, Karnataka - 585104","Gulbarga","Karnataka","585104","8472291301","","7022231786","","shahhyundaiglb@gmail.com","",""
"Advaith Hyundai","SLN Commercial Complex,  Tanniru Halla, B M Road, Hassan, Hassan, Hassan, Karnataka - 573201","Hassan","Karnataka","573201","8172257258","8172257259","9538971157","9845123334","saleshsn@advaithhyundai.com","sales@advaithhyundai.com",""
"Bellad Hyundai","P B Road Haveri, Karnataka - 581110, P.B Road, Haveri, Karnataka - 581110","Haveri","Karnataka","581110","","","8861000197","","salesbelladhyundai@gmail.com","",""
"Anika Hyundai","MEASURING 2.07 CENTS SURVEY NO 129/A, Hospet -583222, Sankalapur village,Bellary Road, Hospet, Karnataka - 583201","Hospet","Karnataka","583201","","","9840023170","","md@anikahyundai.com","",""
"Bellad Hyundai","P. B. Road, Bhairidevarkoppa, Hubballi, Karnataka 580025, Bhairidevkoppa, Hubballi, Karnataka - 580031","Hubballi","Karnataka","580031","8362218203","8362218201","9900255267","","salesbelladhyundai@gmail.com","",""
"Raam Hyundai","Survey No. 807/5, 6, 8 & 9, Kusugal Road, Hubballi, Karnataka 580023, Kusugal Road, Hubballi, Karnataka - 580023","Hubballi","Karnataka","580023","8366616700","8366616721","7259594972","","sales.raamhyundai@gmail.com","",""
"Kanchana Hyundai","Railway station Road, Habbuwada, Kodibag, Karwar, Karnataka - 581306","Karwar","Karnataka","581306","8382222783","","6364860518","","sales@kanchanahyundai.com","",""
"Advaith Hyundai","Sy No.88, Situated at Madapatna Village, Kushalnagar Hobli, Somwarpet Taluk, Kodagu, Kushalnagar, Kodagu, Karnataka - 560027","Kodagu","Karnataka","560027","","","9538881590","","sales.kushalnagar@advaithhyundai.com","",""
"Advaith Hyundai","Survey No 15, Kogilahalli, Vilage, Basavanaththa,  Bypass Road, N H 4  Kolar, Kolar, Kolar, Karnataka - 563101","Kolar","Karnataka","563101","8152670044","81526700100","9620229885","9845123334","saleskolar@advaithhyundai.com","sales@advaithhyundai.com",""
"Kanchana Hyundai","D No. 1,II, 178F, 178G, 178H, NH-66, Tallur, Tallur, Kundapur, Karnataka - 576201","Kundapur","Karnataka","576201","8254238343","","9972741364","","sales@kanchanahyundai.com","",""
"Advaith Hyundai","#787, Kallahalli Road, Old MC Rd, Mandya, Karnataka 571401, Mandya, Mandya, Karnataka - 571401","Mandya","Karnataka","571401","8232229901","8232229902","9740060075","","sales@advaithhyundai.com","",""
"Advaith Hyundai","# 3-68/1, NH 66, Kuntikan- Derebail, Kuntikan, Mangaluru, Karnataka 575006, Kuntikan, Mangalore, Karnataka - 575007","Mangalore","Karnataka","575007","8244243666","","7760962803","","sales@advaithhyundai.com","",""
"Kanchana Hyundai","NH-48, Alape, Padil, Mangaluru, Karnataka 575007, Alape, Mangalore, Karnataka - 575007","Mangalore","Karnataka","575007","8242430615","8242430618","9900144113","","sales@kanchanahyundai.com","",""
"Advaith Hyundai","14/5, IAH Towers JLB Road, Lakshmipuram,, Bettadpura, Mysore, Karnataka 570004, J L B Road, Mysore, Karnataka - 570004","Mysore","Karnataka","570004","8214286600","","9538970819","","sales@advaithhyundai.com","",""
"Advaith Hyundai","Plot #26, Mysore Hunsur Main Road, Opp. Kirloskar Electric Company Belvadi Industrial Area, Mysore, Karnataka 570016, Belvadi, Mysore, Karnataka - 570004","Mysore","Karnataka","570004","8214261900","","9538970707","","sales@advaithhyundai.com","",""
"Star Hyundai","#36, Bannaimantap A Extn Layout, Bamboo Bazaar,Mandi Mohalla,, Mysore, Karnataka 570015, Bannimantap Road, Mysore, Karnataka - 570015","Mysore","Karnataka","570015","8212490999","","9538018888","","sales@starhyundai.in","",""
"Kanchana Hyundai","Opp. St. Philomena High School, Darbe, Puttur-574201, Darbe, Puttur, Karnataka - 574202","Puttur","Karnataka","574202","8251236616","","9008444068","","sales@kanchanahyundai.com","",""
"Advaith Hyundai","Opp: Madhura Garments , Sangabasavana Doddi, B M Road, Ramanagara, Ramanagar, Ramanagar, Karnataka - 562159","Ramanagar","Karnataka","562159","08028010400","","9900095504","9845123334","salesrmngr@advaithhyundai.com","sales@advaithhyundai.com",""
"Rahul Hyundai","Shankar Mutt Road, Sheshadri Puram, Near to Railway Station, Shimoga, Karnataka 577201, Sheshadri puram, Shimoga, Karnataka - 577202","Shimoga","Karnataka","577202","8182268121","8182268122","7795800023","","ramesh@rahulhyundai.in","",""
"Kanchana Hyundai","Near Lingadakona Kalyana Mantapa, Kumta - Sirsi Rd, Sirsi, Karnataka 581401, Kumta, Sirsi, Karnataka - 581401","Sirsi","Karnataka","581401","8384223376","","9731856300","","sales@kanchanahyundai.com","",""
"Kanchana Hyundai","NH-66, NEAR HOTEL SURAJ INTERNATIONAL, SURATHKAL,DISTRICT-DAKSHIN KANNADA, Surathkal, Surathkal, Karnataka - 575014","Surathkal","Karnataka","575014","","","9900144113","","sales@kanchanahyundai.com","",""
"Advaith Hyundai","Sharadanagar NH 206, Tiptur Town, Tiptur, Tiptur, Karnataka - 572201","Tiptur","Karnataka","572201","","","8134255001","","shashi@advaithhyundai.com","",""
"Pavan Hyundai","SY No. 301/3, Near Indian Oil Petrol Bunk, Amanikere, Sira Gate Road, Tumkur, Karnataka - 572106","Tumkur","Karnataka","572106","08162294848","","7337882322","","smsales.tumkur@pavanhyundai.com","",""
"Kanchana Hyundai","N.H.66, Nittur, Udupi, Karnataka 576102, Kundapur Road, Udupi, Karnataka - 576115","Udupi","Karnataka","576115","8202527518","8202527519","9741755886","","sales@kanchanahyundai.com","",""
"SS Hyundai","SS Hyundai Nagar, Bye Pass Road, Adoor, Adoor, Kerala - 690101","Adoor","Kerala","690101","","","9539012100","9539012100","onlinesshyundai@gmail.com","",""
"Mithram Hyundai","1/438, Ground Floor, Farooq Plaza, Cherthala,, Cherthala, Alappuzha, Kerala - 688524","Alappuzha","Kerala","688524","4783215007","","7558023000","","sales.cherthala@mgfhyundai.in","",""
"Mithram Hyundai","Door No- VIII/481, Punnapra, Alappuzha, Punnapara, Alappuzha, Kerala - 688004","Alappuzha","Kerala","688004","4772286699","4772286599","7558023000","","sales.alpy@mgfhyundai.in","",""
"Popular Hyundai","Near NH Byepass Kommady Junction Alappuzha, Kommady, Alappuzha, Kerala - 688007","Alappuzha","Kerala","688007","4772242577","","9895898298","","kochisales@popularhyundai.com","",""
"Mithram Hyundai","XVI/259B, Springfield Avenue, Ground Floor, Elavoor Kavala, Karukutty P.O, Angamaly 683576, Angamaly, Angamaly, Kerala - 683576","Angamaly","Kerala","683576","","","9656204018","","umesh18881@gmail.com","",""
"VTJ Hyundai","Opp Viswajyoti Public School,Vengoor P.O,, Angamaly, Angamaly, Kerala - 683572","Angamaly","Kerala","683572","4842458500","","8606971732","9846313333","salesangamaly@vtjhyundai.com","cr.sales@vtjhyundai.com","hr@vtjhyundai.com"
"VTJ Hyundai","Bhama Towers, Opp. SNDP Building,NH 66 Byepass,, Aroor, Aroor, Kerala - 688534","Aroor","Kerala","688534","","","9072354175","8606971061","asm.aroor@vtjhyundai.com","cr.sales@vtjhyundai.com",""
"KVR Hyundai","NP 9/416 A,B,OPP.NANMINDA RTO ,NANMANDA PO,BALUSSERY, NANMANDA, Balussery, Kerala - 673613","Balussery","Kerala","673613","","","7559999500","","jmd@kvrgroup.co.in","",""
"SS Hyundai","Sasthamkotta road , Baranikkavu , Kunnathoor, Kollam, Baranikkavu, Bharnikavu, Kerala - 690521","Bharnikavu","Kerala","690521","","","9539012046","","gmsales@sshyundai.in","",""
"Apco Hyundai","Kannur Road, Puthiyangadi (P.O), Pavavangad, Pavangad, Calicut, Kerala - 673021","Calicut","Kerala","673021","4953939100","","9388338803","","salespvd@apcohyundai.in","",""
"Apco Hyundai","Apco Hyundai,Mini By-pass Road, Nr MIMS Hospital, Puthiyara P.O, Calicut-673004, Nr MIMS Hospital, Calicut, Kerala - 673004","Calicut","Kerala","673004","4952743963","4952743964","9388338851","","salesinfoclt@apcohyundai.in","",""
"KVR Hyundai","KVR Prestige Cars Pvt Ltd, KVR Tower, Mavoor Road, Nr KSRTC Bus Stand, Calicut, Mavoor Road, Calicut, Kerala - 673005","Calicut","Kerala","673005","","","7559999555","7559999555","muhasin@kvrhyundai.com","",""
"Popular Hyundai","Near Nallalam Police Station, Areekad, Nallalam PO, NH-17, Meenchanda, Calicut, Kerala - 673027","Calicut","Kerala","673027","4952422401","","9567091111","9567091111","calicutsales@populrhyundai.com","",""
"MGF  Hyundai","Near Silver Palace Auditorium, Palathrachira,, Changanassery, Changanassery, Kerala - 686103","Changanassery","Kerala","686103","4812420411","","7558023000","","sbo.chag@mgfhyundai.in","",""
"Mithram Hyundai","Oommens Building, MK Road, Near Railway Station, Chengannur, Chengannur, Chengannur, Kerala - 689121","Chengannur","Kerala","689121","04772286599","","7558023000","","sbo.chgnr@mgfhyundai.in","",""
"SS Hyundai","Kadakilath Building, Pravin Koodu JN, Chrengannur, Chengannur, Chengannur, Kerala - 689121","Chengannur","Kerala","689121","","","9539012065","","sshyundaisales@gmail.com","",""
"Grand Hyundai","8/694, 695 (New 9/340,341) Idel College Junction Kakathode, Cherpulassery, Cherpulassery, Kerala - 679503","Cherpulassery","Kerala","679503","","","8606302000","8606302000","grandhyundai@gmail.com","",""
"Apco Hyundai","Apco Hyundai Near kayyur Road NH 17 Cheruvathur Kasaragod District, Cheruvathur, Cheruvathur, Kerala - 670313","Cheruvathur","Kerala","670313","","","9539010038","9539380000","saleskanhangad@apcohyundai.in","",""
"Mithram Hyundai","NH-47, Desom Post (Aluva), Aluva, Cochin, Kerala - 683103","Cochin","Kerala","683103","4846491414","4846491515","9544083777","","sales.desom@mgfhyundai.in","",""
"Mithram Hyundai","NH 47, Near Toll Junction,, Edapally, Cochin, Kerala - 682029","Cochin","Kerala","682029","4846060560","4846060561","7558023000","","sales.edply@mgfhyundai.in","",""
"Popular Hyundai","Popular Hyundai,No 33/2361-A,Geethanjali Junction,NH 47,Bye pass,Vytilla,Cochin-682019, Vytilla, Cochin, Kerala - 682019","Cochin","Kerala","682019","4842803500","","9895956565","","kochisales@popularhyundai.com","",""
"VTJ Hyundai","Opposite infopark gateway, Chittethukara, Seaport - Airport Road,, Kakkanad, Cochin, Kerala - 682037","Cochin","Kerala","682037","04842883886","","9846214444","8606971061","sales.kkd@vtjhyundai.com","crmservice.kkd@vtjhyundai.com","finance@vtjhyundai.com"
"VTJ Hyundai","NH 66 Byepass, Kannadikkadu , Maradu P.O, Kundanoor, Cochin, Kerala - 682304","Cochin","Kerala","682304","4844230423","","9846313333","9846214444","cr.sales@vtjhyundai.com","salesmanager@vtjhyundai.com",""
"Mithram Hyundai","Kakkattukada, Kattappana,, Kattapana, Iduki, Kerala - 685515","Iduki","Kerala","685515","4868274050","","7558023000","","sales.ktpna@mgfhyundai.in","",""
"Popular Hyundai","1st Mile, Kumily Munnar Road, Kumily P.O- 685509, Kumily, Iduki, Kerala - 685509","Iduki","Kerala","685509","","","9746741236","9746741236","kumilysales@popularhyundai.com","",""
"MCP Hyundai","XX/260, Opp. To Glamour Petrol Pump, Kodungallur Road Vellangallore, Irinjalakuda, Irinjalakuda, Kerala - 680662","Irinjalakuda","Kerala","680662","","","9539700609","9539700609","asmijk@mcphyundai.com","",""
"Peeyem Hyundai","T C Road, Keezhur, Iritty., Keezhur, Iritty, Kerala - 670703","Iritty","Kerala","670703","null99999999","","8281015333","8281015333","peeyemhyundaisales@pioneermotors.in","",""
"Apco Hyundai","E M Arcad Building, Kuttiadi Road, Near LOC Petrol Pump, Kallachi, Kallachi, Kerala - 673506","Kallachi","Kerala","673506","5962554480","","9388338859","","kallachisales@apcohyundai.in","",""
"Apco Hyundai","NH -17 , Arangadi, Kanhangad South, Kanhangad -Kasargod Dist, Kahanagad, Kanhanagad, Kerala - 671531","Kanhanagad","Kerala","671531","","","9539010029","9539380000","saleskanhangad@apcohyundai.in","",""
"Popular Hyundai","Palampara P.O. Kanjirappally Kottayam, Kanjirapally, Kanjirapally, Kerala - 686512","Kanjirapally","Kerala","686512","","","9746459903","9746459903","kanjirapallysales@popularhyundai.com","",""
"Apco Hyundai","44/794, Survey No 781/1A, Near Income Tax Office, Chovva PO, Kannur, Kerala, Kannur, Kannur, Kerala - 670006","Kannur","Kerala","670006","","","8606100595","","salesinfo@apcohyundaiknr.in","",""
"Apco Hyundai","16/518, A/B/C/D, Near Junior Technical High School, Thottada PO, Thottada, Kannur, Kerala - 670007","Kannur","Kerala","670007","04972836616","","9388338863","","nitheeshpd@apcohyundaiknr.in","",""
"Peeyem Hyundai","Door No.- TMC 1/50, Koduvally, P.C. Nettur, Thalassery, Kannur Dt., Thalassery, Kannur, Kerala - 670105","Kannur","Kerala","670105","4902328800","","8281015333","","peeyemsales@gmail.com","",""
"Apco Hyundai","Indira Nagar, Chengala PO, Kasargode 671541, Indira Nagar, Kasaragod, Kerala - 671541","Kasaragod","Kerala","671541","4994284900","4994284901","9072210100","9539380000","salesinfokgd@apcohyundai.in","",""
"Popular Hyundai","KP -IV / 97-A, Opp Christian College, College Road, Kattakada, Kattakada, Kattakada, Kerala - 695572","Kattakada","Kerala","695572","","","9995823829","9995823829","tvmsales@popularhyundai.com","",""
"SS Hyundai","Opp Elmecs Multi Speciality Hospital, Kareelakulangara, Kayamkulam,Alleppey Dist, Kayamkulam, Kayamkulam, Kerala - 690508","Kayamkulam","Kerala","690508","","","9539012100","","onlinesshyundai@gmail.com","",""
"MCP Hyundai","X11/445 A, Chalakkulam, Kottappuram, NH-17, Thrissur, Kodungaloor, Kodungaloor, Kerala - 680667","Kodungaloor","Kerala","680667","","","9539702473","","mcpkdlrsales@gmail.com","",""
"Apco Hyundai","Melur Plaza Building, Near Chengottukavu over bridge, Arangadth, Koilandy, Koyilandy, Koilandy, Kerala - 673306","Koilandy","Kerala","673306","4952720737","","9388338831","","apcohyundai@gmail.com","",""
"Popular Hyundai","Kulangattil Building, Bldg No 4/565 A, Hospital Jn NH-49, Near SBI, Kolenchery, Kolenchery, Kerala - 682311","Kolenchery","Kerala","682311","","","9995820701","9995820701","mvpsales@popularhyundai.com","",""
"Popular Hyundai","3/384, Parakkulam, Near AI Manama pumps, Parakkulam, Kottiyam, Kollam, Kollam, Kollam, Kerala - 691571","Kollam","Kerala","691571","","","9895790613","","saju@popularmc.com","Kollamsales@popularhyundai.com",""
"Popular Hyundai","OPPOSITE FEDERAL BANK LTD,  ELAMPAL P.O, VILAKUDY, PUNALUR,, Punalur, Kollam, Kerala - 691322","Kollam","Kerala","691322","","","9995803288","","tvmsales@popularhyundai.com","",""
"Pothens Hyundai","Udyagiri Complex, Karamcode, Kaluvatthukal, Paripally, Kollam, Kerala - 691579","Kollam","Kerala","691579","","","8606986949","","pothenshyundaipply@gmail.com","",""
